id,linked order id,Type,service time,ORDERREFERENCE,labels,ACCOUNTNAME,location name,CUSTOMERCOMPANYNAME,CUSTOMERCONTACTNAME,location id,location zip code,location street,location city,location country,latitude,longitude,CUSTOMERMOBILE,CUSTOMERTELEPHONE,CUSTOMEREMAIL,volume,weight,capacity 1,QUANTITYUNIT1,capacity 2,QUANTITYUNIT2,capacity 3,absolute timewindows,time window type,description,tags,location counted as stop,location stop time,lifo group,DEFAULT TEMPERATURE,TASK ID,TIME_WINDOWS_V2
NSW_286167_DEL,NSW_286167_P,Delivery,0,872925809,CENTRAL COAST,Cargill Texturizing Solutions,"Cargill Texturizing Solutions,",Sanitarium Health Food Company,,NSW_40411_576,NSW 2261,Sanitarium Health Food Company |2 Sanitarium Drivedock 8 Inwards Goods ,BERKELEY VALE,AU,-33.3285539,151.4114543,,,test4@test.com,1.728,900,0,Items,1,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286167_DEL,1
NSW_286180_P,NSW_286180_DEL,Pickup,1,1077922,METRO AREA 2 NSW,Made Group (VIC),Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,3.024,820,0,Items,4,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nPALLET EXCHANGE ONLY / Authority to leave: No NO\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286180_P,1
NSW_286180_DEL,NSW_286180_P,Delivery,0,1077922,METRO AREA 2 NSW,Made Group (VIC),"Made Group (VIC),",Socrates Distributors Pl,,NSW_37647_269,NSW 2766,Socrates Distributors Pl |Unit 6 / 45 Eastern Creek Drive ,EASTERN CREEK,AU,-33.8092296,150.8364246,,,test4@test.com,3.024,820,0,Items,4,Pallets,0,2025/05/20 00:00:00+00:00 - 2025/05/20 06:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nPALLET EXCHANGE ONLY / Authority to leave: No NO\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286180_DEL,1
NSW_286182_P,NSW_286182_DEL,Pickup,1,Maloneys VIC to NSW Surrey Hills -19-05-2025,METRO AREA 1 NSW,Maloneys Grocer,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.578,400,0,Items,1,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nStock to arrive from below customers:- Foxes Den- Mark Smith- Botanical Den  - Bellissima To be palletised for DJ run Thursday into FridayAny issues call 0412678928\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286182_P,1
NSW_286182_DEL,NSW_286182_P,Delivery,15,Maloneys VIC to NSW Surrey Hills -19-05-2025,METRO AREA 1 NSW,Maloneys Grocer,"Maloneys Grocer,Baz",Maloneys Grocer,Baz,NSW_525_517,NSW 2010,Maloneys Grocer |490 Crown Street ,SURRY HILLS,AU,-33.8866095,151.2138922,,,test4@test.com,1.578,400,0,Items,1,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 01:00:00+00:00,Service Arrival,Chiller 0C to +4C\nTruck\n.\nStock to arrive from below customers:- Foxes Den- Mark Smith- Botanical Den  - Bellissima To be palletised for DJ run Thursday into FridayAny issues call 0412678928\n0\n\nNA,Chiller 0C to +4C - Truck - . - .,TRUE,,,999,NSW_286182_DEL,1
NSW_286183_PU,NSW_286183_D,Pickup,0,PO8301226 - 16.05,HUNTER VALLEY,CellSera,"CellSera,",Glen Lambert,,NSW_45252_405,NSW 2320,Glen Lambert|13 Paddock Place ,RUTHERFORD,AU,-32.7109254,151.5065612,,,test4@test.com,2.592,900,0,Items,1,Pallets,1,2025/05/19 23:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nFREEZER 12B - Global Life Sciences Solutions Australia (Cytiva) - PO8301226   59cartons / Authority to leave: No \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286183_PU,1
NSW_286183_D,NSW_286183_PU,Delivery,1,PO8301226 - 16.05,HUNTER VALLEY,CellSera,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,2.592,900,0,Items,1,Pallets,1,2025/05/19 23:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nFREEZER 12B - Global Life Sciences Solutions Australia (Cytiva) - PO8301226   59cartons / Authority to leave: No \n0\nFreezer 12B\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286183_D,1
NSW_286185_PU,NSW_286185_D,Pickup,0,Steritech 16.05,HUNTER VALLEY,CellSera,"CellSera,",Cellsera Australia,,NSW_42104_405,NSW 2320,Cellsera Australia|13 Paddock Place ,RUTHERFORD,AU,-32.7109303,151.5066051,,,test4@test.com,2.88,500,0,Items,2,Pallets,2,2025/05/19 22:30:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n40cartons / Authority to leave: No \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286185_PU,1
NSW_286185_D,NSW_286185_PU,Delivery,1,Steritech 16.05,HUNTER VALLEY,CellSera,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,2.88,500,0,Items,2,Pallets,2,2025/05/19 22:30:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n40cartons / Authority to leave: No \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286185_D,1
NSW_286189_P,NSW_286189_DEL,Pickup,1,Dev Logistics - Cross Dock - 20-05-2025,CANBERRA,CHILL INTERNAL,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,6.108,900,0,Items,3,Pallets,3,2025/05/19 20:00:00+00:00 - 2025/05/20 08:00:00+00:00,Service Arrival,"Chiller 0C to +4C\n.\n.\nDispatch/receiving Contact: Mr Sanjeev  0499 939 939
\n0\n\n",Chiller 0C to +4C - . - . - .,,10,,999,NSW_286189_P,1
NSW_286189_DEL,NSW_286189_P,Delivery,15,Dev Logistics - Cross Dock - 20-05-2025,CANBERRA,CHILL INTERNAL,"CHILL INTERNAL,Sanjeev",DevLogistics,Sanjeev,NSW_24498_29,ACT 2609,DevLogistics |70 Barrier Street ,FYSHWICK,AU,-35.3280197,149.1718654,,,test4@test.com,6.108,900,0,Items,3,Pallets,3,2025/05/19 21:00:00+00:00 - 2025/05/19 23:30:00+00:00,Service Arrival,"Chiller 0C to +4C\n.\n.\nDispatch/receiving Contact: Mr Sanjeev  0499 939 939
\n0\n\n",Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286189_DEL,1
NSW_286190_PU,NSW_286190_D,Pickup,30,AFF_Stock Pickup_20-05-2025,METRO AREA 2 NSW,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",***Angeles Fine Foods,,NSW_32407_421,NSW 2161,***Angeles Fine Foods|Unit 3-4/26 Nelson Rd ,YENNORA,AU,-33.864986,150.9685433,,,test4@test.com,4.844,1200,0,Items,3,Pallets,3,2025/05/20 04:45:00+00:00 - 2025/05/20 06:00:00+00:00,Service Arrival,Chiller 0C to +4C\n\n.\n\n0\n\nNA,Chiller 0C to +4C -  - . - .,TRUE,,,999,NSW_286190_PU,1
NSW_286190_D,NSW_286190_PU,Delivery,1,AFF_Stock Pickup_20-05-2025,METRO AREA 2 NSW,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,4.844,1200,0,Items,3,Pallets,3,2025/05/20 05:00:00+00:00 - 2025/05/20 08:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286190_D,1
NSW_286205_P,NSW_286205_DEL,Pickup,1,1923653,HUNTER VALLEY,Made Group (NSW),Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.737,1258.39,0,Items,2,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 02:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286205_P,1
NSW_286205_DEL,NSW_286205_P,Delivery,20,1923653,HUNTER VALLEY,Made Group (NSW),"Made Group (NSW),",Coast2coast Distributors,,NSW_43749_542,NSW 2322,Coast2coast Distributors |91 Glenwood Drive ,THORNTON,AU,-32.786381,151.6273846,,,test4@test.com,1.737,1258.39,0,Items,2,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 02:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\nDEL 10AM-2PMCONTACT  0413 934 325 FORKLIFTDelivery Hours 07:00-12:00\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286205_DEL,1
NSW_286206_P,NSW_286206_DEL,Pickup,1,1007947,METRO AREA 1 NSW,Made Group (NSW),Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.028,809.288,0,Items,1,Pallets,0,2025/05/19 23:00:00+00:00 - 2025/05/20 03:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286206_P,1
NSW_286206_DEL,NSW_286206_P,Delivery,15,1007947,METRO AREA 1 NSW,Made Group (NSW),"Made Group (NSW),",Socrates Distributors Pl,,NSW_44543_542,NSW 2100,Socrates Distributors Pl |Unit 2 / 100 Old Pittwater Road ,BROOKVALE,AU,-33.7625029,151.2617058,,,test4@test.com,1.028,809.288,0,Items,1,Pallets,0,2025/05/19 23:00:00+00:00 - 2025/05/20 03:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: No \n0\nBROOKVALE - DELIVERY WINDOW 9AM - 1PM (MONDAY TO FRIDAY) WETHERILL PARK - DELIVERY  WINDOW 10AM - 5PM (MONDAY TO FRIDAY)PALLET EXCHANGE ONLY -Delivery Hours 08:00-13:00\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286206_DEL,1
NSW_286208_P,NSW_286208_DEL,Pickup,1,3853,METRO AREA 1 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.008,2,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286208_P,1
NSW_286208_DEL,NSW_286208_P,Delivery,0,3853,METRO AREA 1 NSW,Made For Mothers,"Made For Mothers,",Victoria Wilson,,NSW_46958_666,NSW 2028,Victoria Wilson |60 Epping Road ,DOUBLE BAY,AU,-33.8824647,151.2463239,,,test4@test.com,0.008,2,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286208_DEL,1
NSW_286209_P,NSW_286209_DEL,Pickup,1,3852,METRO AREA 1 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286209_P,1
NSW_286209_DEL,NSW_286209_P,Delivery,0,3852,METRO AREA 1 NSW,Made For Mothers,"Made For Mothers,",Jacob Leslie,,NSW_46959_666,NSW 2021,Jacob Leslie |154 Underwood Street ,PADDINGTON,AU,-33.8866508,151.2317155,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286209_DEL,1
NSW_286210_P,NSW_286210_DEL,Pickup,1,3847,METRO AREA 2 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.008,2,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nDelivery instructions: Please leave it in front of the pot plant next to the left garage door of the big house at the very end of the driveway. Please don't ring door bells. Thank you. / Authority to leave: Yes Delivery instructions: Please leave it in front of the pot plant next to the left garage door of the big house at the very end of the driveway. Please don't ring door bells. Thank you.\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286210_P,1
NSW_286210_DEL,NSW_286210_P,Delivery,0,3847,METRO AREA 2 NSW,Made For Mothers,"Made For Mothers,",Sara Di Terlizzi,,NSW_45849_666,NSW 2104,Sara Di Terlizzi |3 Barcoola Place ,BAYVIEW,AU,-33.6574736,151.2763759,,,test4@test.com,0.008,2,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nDelivery instructions: Please leave it in front of the pot plant next to the left garage door of the big house at the very end of the driveway. Please don't ring door bells. Thank you. / Authority to leave: Yes Delivery instructions: Please leave it in front of the pot plant next to the left garage door of the big house at the very end of the driveway. Please don't ring door bells. Thank you.\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286210_DEL,1
NSW_286211_P,NSW_286211_DEL,Pickup,1,3844,METRO AREA 1 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.008,2,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286211_P,1
NSW_286211_DEL,NSW_286211_P,Delivery,0,3844,METRO AREA 1 NSW,Made For Mothers,"Made For Mothers,",Gabrielle Levette,,NSW_46836_666,NSW 2041,Gabrielle Levette |26 Gipps Street ,BIRCHGROVE,AU,-33.8533167,151.1793525,,,test4@test.com,0.008,2,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286211_DEL,1
NSW_286212_P,NSW_286212_DEL,Pickup,1,3839,METRO AREA 1 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286212_P,1
NSW_286212_DEL,NSW_286212_P,Delivery,0,3839,METRO AREA 1 NSW,Made For Mothers,"Made For Mothers,",Clare Hesbrook,,NSW_46069_666,NSW 2093,Clare Hesbrook |29 Marinella Street ,MANLY VALE,AU,-33.7875415,151.2620474,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286212_DEL,1
NSW_286213_P,NSW_286213_DEL,Pickup,1,3856,METRO AREA 2 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286213_P,1
NSW_286213_DEL,NSW_286213_P,Delivery,0,3856,METRO AREA 2 NSW,Made For Mothers,"Made For Mothers,",Emma Power,,NSW_46960_666,NSW 2107,Emma Power |160 Central Road ,AVALON BEACH,AU,-33.6309813,151.3217215,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286213_DEL,1
NSW_286214_P,NSW_286214_DEL,Pickup,1,3858,METRO AREA 1 NSW,Made For Mothers,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286214_P,1
NSW_286214_DEL,NSW_286214_P,Delivery,0,3858,METRO AREA 1 NSW,Made For Mothers,"Made For Mothers,",Suzanne Martin,,NSW_46961_666,NSW 2031,Suzanne Martin |315 Avoca St ,RANDWICK,AU,-33.9237681,151.2400033,,,test4@test.com,0.012,4,1,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/19 19:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286214_DEL,1
NSW_286224_P,NSW_286224_DEL,Pickup,1,OMO11044,METRO AREA 1 NSW,Acai Flow,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.1,40,4,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nScoopable Acai Flow\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286224_P,1
NSW_286224_DEL,NSW_286224_P,Delivery,0,OMO11044,METRO AREA 1 NSW,Acai Flow,"Acai Flow,",The Acai Carte,,NSW_36200_241,NSW 2143,The Acai Carte |21 Larien Crescent ,BIRRONG,AU,-33.8954557,151.024735,,,test4@test.com,0.1,40,4,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\nScoopable Acai Flow\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286224_DEL,1
NSW_286228_P,NSW_286228_DEL,Pickup,1,OMO11051,METRO AREA 2 NSW,Acai Flow,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.24,0,5,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286228_P,1
NSW_286228_DEL,NSW_286228_P,Delivery,15,OMO11051,METRO AREA 2 NSW,Acai Flow,"Acai Flow,",Harvest Bowls,,NSW_12885_241,NSW 2154,"Harvest Bowls |Shop 56, 16-18 Victoria Avenue, Southside Building ",CASTLE HILL,AU,-33.727034,150.9760396,,,test4@test.com,0.24,0,5,Items,0,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/20 06:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\n\n0\nSouthside Ground Floor Dock 1,2,3 & 4\nNA",Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286228_DEL,1
NSW_286230_P,NSW_286230_DEL,Pickup,1,22770,METRO AREA 1 NSW,Mushiki Dumplings,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.053,6,6,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286230_P,1
NSW_286230_DEL,NSW_286230_P,Delivery,0,22770,METRO AREA 1 NSW,Mushiki Dumplings,"Mushiki Dumplings,",Losurdos,,NSW_45650_376,NSW 2067,Losurdos |345 Victoria Ave ; Lower Ground Shop B56; Chatswood Chase Shopping Centre ,CHATSWOOD,AU,-33.794418,151.1859023,,,test4@test.com,0.053,6,6,Items,0,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n / Authority to leave: Yes \n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286230_DEL,1
NSW_286231_PU,NSW_286231_D,Pickup,0,Sydney-Brisbane -  stock transfer 20.05,METRO AREA 1 NSW,Gourmet Dinner Service + Dietlicious,"Gourmet Dinner Service + Dietlicious,",Gourmet Dinner Service,,NSW_46962_336,NSW 2100,Gourmet Dinner Service|5/9 Powells Road ,BROOKVALE,AU,-33.766848,151.271824,,,test4@test.com,3.529,300,0,Items,2,Pallets,1,2025/05/19 22:00:00+00:00 - 2025/05/20 02:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\nCollection before 2pm

2x Frozen pallets / Authority to leave: Yes Please deliver before 12pm.\n0\n\nNA",Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286231_PU,1
NSW_286231_D,NSW_286231_PU,Delivery,1,Sydney-Brisbane -  stock transfer 20.05,METRO AREA 1 NSW,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW |2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,3.529,300,0,Items,2,Pallets,1,2025/05/19 22:00:00+00:00 - 2025/05/20 02:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\nCollection before 2pm

2x Frozen pallets / Authority to leave: Yes Please deliver before 12pm.\n0\nGate Code #3343\nNA",Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286231_D,1
NSW_286235_P,NSW_286235_DEL,Pickup,1,20/05 Bubble Me Collateral Return ,METRO AREA 1 NSW,Chill (SYD) PROMO,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,10.586,700,0,Items,6,Pallets,6,2025/05/19 23:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,"DRY\n.\n.\nPlease return all Bubble Me collateral - PLEASE wrap and load with care 
2 x Bubble Me push carts
1 x purple giant ice cream 
2 x purple umbrellas with 2 x bases and 2 x stands 
Purple Mesh Fence Scrim 
White Bubble Me sign - PLEASE HANDLE WITH CARE\n0\n\nNA",DRY - . - . - .,,10,,999,NSW_286235_P,1
NSW_286235_DEL,NSW_286235_P,Delivery,45,20/05 Bubble Me Collateral Return ,METRO AREA 1 NSW,Chill (SYD) PROMO,"Chill (SYD) PROMO,",Bubble Me,,NSW_45520_167,NSW 2128,Bubble Me |14 Fariola Street ,SILVERWATER,AU,-33.8334571,151.0471245,,,test4@test.com,10.586,700,0,Items,6,Pallets,6,2025/05/19 23:00:00+00:00 - 2025/05/20 05:00:00+00:00,Service Arrival,"DRY\n.\nTail lift\nPlease return all Bubble Me collateral - PLEASE wrap and load with care 
2 x Bubble Me push carts
1 x purple giant ice cream 
2 x purple umbrellas with 2 x bases and 2 x stands 
Purple Mesh Fence Scrim 
White Bubble Me sign - PLEASE HANDLE WITH CARE\n0\n\nNA",DRY - . - Tail lift - .,TRUE,,,999,NSW_286235_DEL,1
NSW_286237_P,NSW_286237_DEL,Pickup,1,22772,KIAMA & NOWRA,Mushiki Dumplings,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.07,8,8,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286237_P,1
NSW_286237_DEL,NSW_286237_P,Delivery,15,22772,KIAMA & NOWRA,Mushiki Dumplings,"Mushiki Dumplings,",Nowra Farmers Market,,NSW_25409_376,NSW 2541,Nowra Farmers Market |111 North St ,NOWRA,AU,-34.8729402,150.6073206,,,test4@test.com,0.07,8,8,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 08:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286237_DEL,1
NSW_286238_P,NSW_286238_DEL,Pickup,1,1000114553,METRO AREA 2 NSW,Gourmet Dinner Service + Dietlicious,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.033,8,1,Items,0,Pallets,0,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n0C/1F / Authority to leave: Yes \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286238_P,1
